abalienacijah | ABALIENACIJA
pozabljanjema | POZABLJANJE - glagolnik od pozabljati
pozabljencema | POZABLJENEC - kdor je pozabljen
pozabljenjema | POZABLJENJE - stanje, ko kaj ni več aktivno v zavesti
pozabljenosti | POZABLJENOST - dejstvo, da je kdo pozabljen
pozabljivcema | POZABLJIVEC - kdor (rad) pozablja
pozabljivkama | POZABLJIVKA - ženska, ki (rada) pozablja
pozabljivkami | POZABLJIVKA - ženska, ki (rada) pozablja
pozabljivosti | POZABLJIVOST - lastnost, značilnost pozabljivega človeka
pozajtrkovala | POZAJTRKOVATI - pojesti zajtrk
pozajtrkovale | POZAJTRKOVATI - pojesti zajtrk
pozajtrkovali | POZAJTRKOVATI - pojesti zajtrk
pozajtrkovalo | POZAJTRKOVATI - pojesti zajtrk
pozajtrkovati | pojesti zajtrk
pozajtrkujejo | POZAJTRKOVATI - pojesti zajtrk
pozajtrkujemo | POZAJTRKOVATI - pojesti zajtrk
pozajtrkujeta | POZAJTRKOVATI - pojesti zajtrk
pozajtrkujete | POZAJTRKOVATI - pojesti zajtrk
pozajtrkujeva | POZAJTRKOVATI - pojesti zajtrk
pozakonitvama | POZAKONITEV - glagolnik od pozakoniti
pozakonitvami | POZAKONITEV - glagolnik od pozakoniti
pozakonitvijo | POZAKONITEV - glagolnik od pozakoniti
pozakonjenega | POZAKONITI - narediti, da kaj postane zakonito
pozakonjenemu | POZAKONITI - narediti, da kaj postane zakonito
pozakonjenima | POZAKONITI - narediti, da kaj postane zakonito
pozakonjenimi | POZAKONITI - narediti, da kaj postane zakonito
pozakonjenjem | POZAKONJENJE - glagolnik od pozakoniti
pozakonjenjih | POZAKONJENJE - glagolnik od pozakoniti
pozamenterija | drobni tekstilni izdelki za obrobljanje, okraševanje zlasti oblačil
pozamenterije | POZAMENTERIJA - drobni tekstilni izdelki za obrobljanje, okraševanje zlasti oblačil
pozamenteriji | POZAMENTERIJA - drobni tekstilni izdelki za obrobljanje, okraševanje zlasti oblačil
pozamenterijo | POZAMENTERIJA - drobni tekstilni izdelki za obrobljanje, okraševanje zlasti oblačil
pozavarovalca | POZAVAROVALEC - [prav.] pozavarovalnica, ki s pozavarovancem sklene pozavarovalno pogodbo, s katero prevzame riziko ali del rizika, ki ga sicer nosi pozavarovanec
pozavarovalce | POZAVAROVALEC - [prav.] pozavarovalnica, ki s pozavarovancem sklene pozavarovalno pogodbo, s katero prevzame riziko ali del rizika, ki ga sicer nosi pozavarovanec
pozavarovalci | POZAVAROVALEC - [prav.] pozavarovalnica, ki s pozavarovancem sklene pozavarovalno pogodbo, s katero prevzame riziko ali del rizika, ki ga sicer nosi pozavarovanec
pozavarovalcu | POZAVAROVALEC - [prav.] pozavarovalnica, ki s pozavarovancem sklene pozavarovalno pogodbo, s katero prevzame riziko ali del rizika, ki ga sicer nosi pozavarovanec
pozavarovalec | [prav.] pozavarovalnica, ki s pozavarovancem sklene pozavarovalno pogodbo, s katero prevzame riziko ali del rizika, ki ga sicer nosi pozavarovanec
pozavarovalen | nanašajoč se na pozavarovanje
pozavarovalna | POZAVAROVALEN - nanašajoč se na pozavarovanje
pozavarovalne | POZAVAROVALEN - nanašajoč se na pozavarovanje
pozavarovalni | POZAVAROVALEN - nanašajoč se na pozavarovanje
pozavarovalno | POZAVAROVALEN - nanašajoč se na pozavarovanje
pozavarovanca | POZAVAROVANEC - [prav.] zavarovalnica, ki s pozavarovalcem sklene pozavarovalno pogodbo
pozavarovance | POZAVAROVANEC - [prav.] zavarovalnica, ki s pozavarovalcem sklene pozavarovalno pogodbo
pozavarovanci | POZAVAROVANEC - [prav.] zavarovalnica, ki s pozavarovalcem sklene pozavarovalno pogodbo
pozavarovancu | POZAVAROVANEC - [prav.] zavarovalnica, ki s pozavarovalcem sklene pozavarovalno pogodbo
pozavarovanec | [prav.] zavarovalnica, ki s pozavarovalcem sklene pozavarovalno pogodbo
pozavarovanja | POZAVAROVANJE - glagolnik od pozavarovati
pozavarovanje | glagolnik od pozavarovati
pozavarovanji | POZAVAROVANJE - glagolnik od pozavarovati
pozavarovanju | POZAVAROVANJE - glagolnik od pozavarovati
pozdravljajmo | POZDRAVLJATI - z besedami, kretnjo, mimiko izražati svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljajoč | POZDRAVLJATI - z besedami, kretnjo, mimiko izražati svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljajta | POZDRAVLJATI - z besedami, kretnjo, mimiko izražati svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljajte | POZDRAVLJATI - z besedami, kretnjo, mimiko izražati svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljajva | POZDRAVLJATI - z besedami, kretnjo, mimiko izražati svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljanja | POZDRAVLJANJE - glagolnik od pozdravljati
pozdravljanje | glagolnik od pozdravljati
pozdravljanji | POZDRAVLJANJE - glagolnik od pozdravljati
pozdravljanju | POZDRAVLJANJE - glagolnik od pozdravljati
pozdravljenem | POZDRAVITI - z besedami, kretnjo, mimiko izraziti svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljenih | POZDRAVITI - z besedami, kretnjo, mimiko izraziti svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljenim | POZDRAVITI - z besedami, kretnjo, mimiko izraziti svojo naklonjenost, spoštovanje, zlasti ob srečanju s kom
pozdravljenja | POZDRAVLJENJE
pozdravljenje | 
pozdravljenji | POZDRAVLJENJE
pozdravljenju | POZDRAVLJENJE
pozdravljicah | POZDRAVLJICA
pozdravljicam | POZDRAVLJICA
pozemeljskega | POZEMELJSKI - ki je na zemlji, ki pripada zemeljski stvarnosti
pozemeljskemu | POZEMELJSKI - ki je na zemlji, ki pripada zemeljski stvarnosti
pozemeljskima | POZEMELJSKI - ki je na zemlji, ki pripada zemeljski stvarnosti
pozemeljskimi | POZEMELJSKI - ki je na zemlji, ki pripada zemeljski stvarnosti
pozibavajočem | POZIBAVATI - v presledkih zibati
pozibavajočih | POZIBAVATI - v presledkih zibati
pozibavajočim | POZIBAVATI - v presledkih zibati
pozibavanjema | POZIBAVANJE - glagolnik od pozibavati
pozicionirajo | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirala | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirale | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirali | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicioniralo | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicioniramo | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicioniranj | POZICIONIRANJE - glagolnik od pozicionirati
pozicionirata | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirate | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirati | umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozicionirava | POZICIONIRATI - umeščati kaj, iskati mesto za kaj, zlasti v političnem, poslovnem svetu
pozitivistkah | POZITIVISTKA - predstavnica pozitivizma
pozitivistkam | POZITIVISTKA - predstavnica pozitivizma
pozitivistoma | POZITIVIST - predstavnik pozitivizma
pozitivizmoma | POZITIVIZEM - filozofska smer, ki zanika vsako spoznanje, ki ga ni mogoče dokazati
pozitivnostih | POZITIVNOST - lastnost, značilnost pozitivnega
pozitivnostim | POZITIVNOST - lastnost, značilnost pozitivnega
pozitivnostjo | POZITIVNOST - lastnost, značilnost pozitivnega
pozitivnostma | POZITIVNOST - lastnost, značilnost pozitivnega
pozitivnostmi | POZITIVNOST - lastnost, značilnost pozitivnega
pozlatarskega | POZLATARSKI - nanašajoč se na pozlatarje ali pozlatarstvo
pozlatarskemu | POZLATARSKI - nanašajoč se na pozlatarje ali pozlatarstvo
pozlatarskima | POZLATARSKI - nanašajoč se na pozlatarje ali pozlatarstvo
pozlatarskimi | POZLATARSKI - nanašajoč se na pozlatarje ali pozlatarstvo
pozlatarstvih | POZLATARSTVO - pozlatarska obrt
pozlatarstvom | POZLATARSTVO - pozlatarska obrt
poznamenovala | POZNAMENOVATI
poznamenovale | POZNAMENOVATI
poznamenovali | POZNAMENOVATI
poznamenovalo | POZNAMENOVATI
poznamenovanj | POZNAMENOVANJE
poznamenovati | 
poznamenujejo | POZNAMENOVATI
poznamenujemo | POZNAMENOVATI
poznamenujeta | POZNAMENOVATI
poznamenujete | POZNAMENOVATI
poznamenujeva | POZNAMENOVATI
poznavajočega | POZNAVATI
poznavajočemu | POZNAVATI
poznavajočima | POZNAVATI
poznavajočimi | POZNAVATI
poznavalskega | POZNAVALSKI - nanašajoč se na poznavalce ali poznavanje
poznavalskemu | POZNAVALSKI - nanašajoč se na poznavalce ali poznavanje
poznavalskima | POZNAVALSKI - nanašajoč se na poznavalce ali poznavanje
poznavalskimi | POZNAVALSKI - nanašajoč se na poznavalce ali poznavanje
poznavateljem | POZNAVATELJ
poznavateljev | POZNAVATELJ
poznavateljih | POZNAVATELJ
poznoantičnem | POZNOANTIČEN - nanašajoč se na pozno antiko
poznoantičnih | POZNOANTIČEN - nanašajoč se na pozno antiko
poznoantičnim | POZNOANTIČEN - nanašajoč se na pozno antiko
poznobaročnem | POZNOBAROČEN - nanašajoč se na pozni barok
poznobaročnih | POZNOBAROČEN - nanašajoč se na pozni barok
poznobaročnim | POZNOBAROČEN - nanašajoč se na pozni barok
poznogotskega | POZNOGOTSKI - nanašajoč se na pozno gotiko
poznogotskemu | POZNOGOTSKI - nanašajoč se na pozno gotiko
poznogotskima | POZNOGOTSKI - nanašajoč se na pozno gotiko
poznogotskimi | POZNOGOTSKI - nanašajoč se na pozno gotiko
poznojesenska | POZNOJESENSKI - nanašajoč se na pozno jesen
poznojesenske | POZNOJESENSKI - nanašajoč se na pozno jesen
poznojesenski | nanašajoč se na pozno jesen
poznojesensko | POZNOJESENSKI - nanašajoč se na pozno jesen
poznopoletnem | POZNOPOLETEN - nanašajoč se na pozno poletje
poznopoletnih | POZNOPOLETEN - nanašajoč se na pozno poletje
poznopoletnim | POZNOPOLETEN - nanašajoč se na pozno poletje
poznopomladen | nanašajoč se na pozno pomlad
poznopomladna | POZNOPOMLADEN - nanašajoč se na pozno pomlad
poznopomladne | POZNOPOMLADEN - nanašajoč se na pozno pomlad
poznopomladni | POZNOPOMLADEN - nanašajoč se na pozno pomlad
poznopomladno | POZNOPOMLADEN - nanašajoč se na pozno pomlad
poznorimskega | POZNORIMSKI - nanašajoč se na zadnje obdobje starih Rimljanov
poznorimskemu | POZNORIMSKI - nanašajoč se na zadnje obdobje starih Rimljanov
poznorimskima | POZNORIMSKI - nanašajoč se na zadnje obdobje starih Rimljanov
poznorimskimi | POZNORIMSKI - nanašajoč se na zadnje obdobje starih Rimljanov
poznoromanska | POZNOROMANSKI - nanašajoč se na pozno romaniko
poznoromanske | POZNOROMANSKI - nanašajoč se na pozno romaniko
poznoromanski | nanašajoč se na pozno romaniko
poznoromansko | POZNOROMANSKI - nanašajoč se na pozno romaniko
pozunanjenega | POZUNANJITI - narediti, da postane kaj zunanje, neosebno
pozunanjenemu | POZUNANJITI - narediti, da postane kaj zunanje, neosebno
pozunanjenima | POZUNANJITI - narediti, da postane kaj zunanje, neosebno
pozunanjenimi | POZUNANJITI - narediti, da postane kaj zunanje, neosebno
pozunanjenjem | POZUNANJENJE - glagolnik od pozunanjiti
pozunanjenjih | POZUNANJENJE - glagolnik od pozunanjiti
pozunanjenost | lastnost, značilnost pozunanjenega
pozvanjajočem | POZVANJATI - v presledkih zvoniti
pozvanjajočih | POZVANJATI - v presledkih zvoniti
pozvanjajočim | POZVANJATI - v presledkih zvoniti
pozvanjanjema | POZVANJANJE - glagolnik od pozvanjati
pozvedovalcem | POIZVEDOVALEC - kdor poizveduje
pozvedovalcev | POIZVEDOVALEC - kdor poizveduje
pozvedovalcih | POIZVEDOVALEC - kdor poizveduje
pozvedovalnem | POIZVEDOVALEN - nanašajoč se na poizvedovanje
pozvedovalnih | POIZVEDOVALEN - nanašajoč se na poizvedovanje
pozvedovalnim | POIZVEDOVALEN - nanašajoč se na poizvedovanje
pozvedovanjem | POIZVEDOVANJE - glagolnik od poizvedovati
pozvedovanjih | POIZVEDOVANJE - glagolnik od poizvedovati
pozverinjenem | POZVERINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti zveri
pozverinjenih | POZVERINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti zveri
pozverinjenim | POZVERINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti zveri
pozvončkljajo | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljala | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljale | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljali | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljalo | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljamo | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljata | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljate | POZVONČKLJATI - na rahlo pozvoniti
pozvončkljati | na rahlo pozvoniti
pozvončkljava | POZVONČKLJATI - na rahlo pozvoniti
požarništvoma | POŽARNIŠTVO - [geog.] obdelovanje zemljišč z obdobnim krčenjem gozdov, pri katerem se zemljišče s požiganjem pognoji s pepelom, ko pa se po nekaj letih izčrpa, se za daljše obdobje opusti, značilen za tropski pas in monsunska območja
poželjivostih | POŽELJIVOST - lastnost, značilnost poželjivega
poželjivostim | POŽELJIVOST - lastnost, značilnost poželjivega
poželjivostjo | POŽELJIVOST - lastnost, značilnost poželjivega
poželjivostma | POŽELJIVOST - lastnost, značilnost poželjivega
poželjivostmi | POŽELJIVOST - lastnost, značilnost poželjivega
požeruhinjama | POŽERUHINJA - požrešna ženska
požeruhinjami | POŽERUHINJA - požrešna ženska
požigalniškem | POŽIGALNIŠKI - nanašajoč se na požigalništvo
požigalniških | POŽIGALNIŠKI - nanašajoč se na požigalništvo
požigalniškim | POŽIGALNIŠKI - nanašajoč se na požigalništvo
požigalništev | POŽIGALNIŠTVO - razvojna stopnja gospodarstva, za katero je značilno pridobivanje obdelovalne zemlje s požiganjem, zlasti gozdov
požigalništva | POŽIGALNIŠTVO - razvojna stopnja gospodarstva, za katero je značilno pridobivanje obdelovalne zemlje s požiganjem, zlasti gozdov
požigalništvi | POŽIGALNIŠTVO - razvojna stopnja gospodarstva, za katero je značilno pridobivanje obdelovalne zemlje s požiganjem, zlasti gozdov
požigalništvo | razvojna stopnja gospodarstva, za katero je značilno pridobivanje obdelovalne zemlje s požiganjem, zlasti gozdov
požigalništvu | POŽIGALNIŠTVO - razvojna stopnja gospodarstva, za katero je značilno pridobivanje obdelovalne zemlje s požiganjem, zlasti gozdov
požiralnikoma | POŽIRALNIK - cevast organ, ki poteka, vodi od žrela do želodca
požiralniškem | POŽIRALNIŠKI - nanašajoč se na požiralnik
požiralniških | POŽIRALNIŠKI - nanašajoč se na požiralnik
požiralniškim | POŽIRALNIŠKI - nanašajoč se na požiralnik
poživaljenega | POŽIVALITI - dobiti živalske lastnosti, značilnosti
poživaljenemu | POŽIVALITI - dobiti živalske lastnosti, značilnosti
poživaljenima | POŽIVALITI - dobiti živalske lastnosti, značilnosti
poživaljenimi | POŽIVALITI - dobiti živalske lastnosti, značilnosti
poživinjenega | POŽIVINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti živine
poživinjenemu | POŽIVINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti živine
poživinjenima | POŽIVINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti živine
poživinjenimi | POŽIVINITI - narediti, povzročiti, da kdo dobi lastnosti, značilnosti živine
poživinjenjem | POŽIVINJENJE - glagolnik od poživiniti
poživinjenjih | POŽIVINJENJE - glagolnik od poživiniti
poživinjenost | značilnost, stanje poživinjenega človeka
poživljajočem | POŽIVLJATI - povzročati, da postane kdo bolj živahen, dejaven
poživljajočih | POŽIVLJATI - povzročati, da postane kdo bolj živahen, dejaven
poživljajočim | POŽIVLJATI - povzročati, da postane kdo bolj živahen, dejaven
poživljanjema | POŽIVLJANJE - glagolnik od poživljati
poživljenjema | POŽIVLJENJE - glagolnik od poživiti
požlahtnitvah | POŽLAHTNITEV - glagolnik od požlahtniti
požlahtnitvam | POŽLAHTNITEV - glagolnik od požlahtniti
požlahtnjenem | POŽLAHTNITI - izboljšati lastnosti rastline s križanjem, namernim izborom
požlahtnjenih | POŽLAHTNITI - izboljšati lastnosti rastline s križanjem, namernim izborom
požlahtnjenim | POŽLAHTNITI - izboljšati lastnosti rastline s križanjem, namernim izborom
požlahtnjenja | POŽLAHTNJENJE - glagolnik od požlahtniti
požlahtnjenje | glagolnik od požlahtniti
požlahtnjenji | POŽLAHTNJENJE - glagolnik od požlahtniti
požlahtnjenju | POŽLAHTNJENJE - glagolnik od požlahtniti
požlahtnjeval | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjevat | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjujem | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjuješ | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjujmo | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjujta | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjujte | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlahtnjujva | POŽLAHTNJEVATI - izboljševati lastnosti rastline s križanjem, namernim izborom
požlobudrajmo | POŽLOBUDRATI - nerazločno, hitro reči, povedati
požlobudrajta | POŽLOBUDRATI - nerazločno, hitro reči, povedati
požlobudrajte | POŽLOBUDRATI - nerazločno, hitro reči, povedati
požlobudrajva | POŽLOBUDRATI - nerazločno, hitro reči, povedati
požrešnejšega | POŽREŠEN - ki (rad) veliko jé
požrešnejšemu | POŽREŠEN - ki (rad) veliko jé
požrešnejšima | POŽREŠEN - ki (rad) veliko jé
požrešnejšimi | POŽREŠEN - ki (rad) veliko jé
požrešnostima | POŽREŠNOST - lastnost požrešnega človeka
požrtvovalnem | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
požrtvovalnih | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
požrtvovalnim | POŽRTVOVALEN - ki si zelo prizadeva za dosego določenega cilja ne glede na trud, žrtve
